,cmp,0,1,2,3,4,5
0,국민건강보험공단,0.0,0.9993864893913269,0.0,0.0,0.0,0.0
1,근로복지공단,0.0,0.999269962310791,0.0,0.0,0.0,0.0
2,새마을금고,0.0,0.0,0.0,0.0,0.0,0.9991261959075928
3,농협은행(주),0.0,0.0,0.0,0.2605271339416504,0.0,0.7386979460716248
4,현대카드(주),0.0,0.43374621868133545,0.0,0.5653373599052429,0.0,0.0
5,중소기업은행,0.0,0.010275522246956825,0.0,0.0,0.0,0.9886752367019653
6,국민연금공단,0.0,0.9990421533584595,0.0,0.0,0.0,0.0
7,현대캐피탈(주),0.0,0.12654148042201996,0.0,0.8719742894172668,0.0,0.0
8,국민은행(주),0.0,0.0,0.0,0.3810873329639435,0.0,0.6147369742393494
9,삼성생명보험(주),0.0,0.0,0.0,0.8155194520950317,0.0,0.18281076848506927
10,신한은행(주),0.0,0.0,0.0,0.15544645488262177,0.0,0.8432690501213074
11,우리은행(주),0.0,0.0,0.0,0.08007834851741791,0.0,0.9088611006736755
12,신용보증기금,0.0,0.11235671490430832,0.0,0.0,0.0,0.8853085041046143
13,한화생명보험(주),0.0,0.0,0.0,0.0,0.9974426031112671,0.0
14,한국스탠다드차타드은행(주),0.0,0.33399465680122375,0.0,0.33465293049812317,0.0,0.3296022415161133
15,하나은행(주),0.0,0.0,0.0,0.2964864671230316,0.0,0.7006613612174988
16,삼성화재해상보험(주),0.0,0.0,0.0,0.779547393321991,0.0,0.21739451587200165
17,DB손해보험(주),0.0,0.0,0.0,0.432018518447876,0.0,0.5656126141548157
18,웰컴저축은행(주),0.0,0.0,0.0,0.8604526519775391,0.0,0.1384495347738266
19,메리츠화재해상보험(주),0.21324484050273895,0.016153648495674133,0.0,0.524264931678772,0.0,0.2456485480070114
20,교보생명보험(주),0.0,0.0,0.0,0.482772558927536,0.0,0.5153266191482544
21,롯데카드(주),0.0,0.0,0.0,0.9935964345932007,0.0,0.0
22,(주)굿리치,0.0,0.5746089220046997,0.0,0.3138601779937744,0.0,0.09701067954301834
23,한국투자증권(주),0.0,0.0,0.0,0.012919589877128601,0.0,0.9852572083473206
24,한국산업은행,0.0,0.15512973070144653,0.0,0.0,0.0,0.8430702686309814
25,삼성카드(주),0.9940623044967651,0.0,0.0,0.0,0.0,0.0
26,한국자산관리공사,0.0,0.7143881320953369,0.0,0.0,0.0,0.28303262591362
27,비씨카드(주),0.0,0.03929358348250389,0.0,0.9574241042137146,0.0,0.0
28,홍콩상하이은행서울지점,0.0,0.24103768169879913,0.0,0.5507466197013855,0.0,0.20531384646892548
29,키움증권(주),0.0,0.21706841886043549,0.0,0.7805591225624084,0.0,0.0
30,서울보증보험(주),0.0,0.09989561140537262,0.0,0.07660307735204697,0.0,0.8209922909736633
31,삼성증권(주),0.0,0.0,0.0,0.6190405488014221,0.1594148427248001,0.21838858723640442
32,농업협동조합중앙회,0.0,0.0,0.0,0.0377521887421608,0.0,0.95998215675354
33,삼성카드고객서비스(주),0.0,0.0,0.0,0.9902283549308777,0.0,0.0
34,미래에셋대우(주),0.0,0.0,0.0,0.0,0.9766728281974792,0.0
35,한국주택금융공사,0.0,0.8033955097198486,0.0,0.0,0.0,0.1936921626329422
36,삼성생명서비스손해사정(주),0.0,0.5130959153175354,0.0,0.48267292976379395,0.0,0.0
37,케이비라이프생명보험(주),0.9758973121643066,0.020408665761351585,0.0,0.0,0.0,0.0
38,한국은행,0.0,0.45620080828666687,0.0,0.0,0.0,0.5409491062164307
39,현대해상화재보험(주),0.0,0.0,0.0,0.24106770753860474,0.0,0.7561030983924866
40,(주)케이비손해사정,0.0,0.11599155515432358,0.0,0.8791620135307312,0.0,0.0
41,오케이저축은행(주),0.0,0.0,0.0,0.9836446642875671,0.0,0.013324924744665623
42,신한투자증권(주),0.0,0.0,0.0,0.9764801859855652,0.020970359444618225,0.0
43,대신증권(주),0.0,0.9210724234580994,0.0,0.07358692586421967,0.0,0.0
44,신한카드(주),0.0,0.0,0.0,0.07125400751829147,0.0,0.9239002466201782
45,(재)한국장학재단,0.0,0.9856395721435547,0.0,0.0,0.0,0.0
46,라이나생명보험(주),0.0,0.0,0.0,0.995082676410675,0.0,0.0
47,한국수출입은행,0.0,0.9948691725730896,0.0,0.0,0.0,0.0
48,우체국금융개발원(재),0.0,0.9956620931625366,0.0,0.0,0.0,0.0
49,모아저축은행(주),0.0,0.0,0.0,0.01242426410317421,0.0,0.9852948784828186
50,메트라이프생명보험(주),0.08620357513427734,0.0,0.0,0.6302162408828735,0.0,0.27867838740348816
51,한국씨티은행(주),0.07223610579967499,0.4218028485774994,0.0,0.4013981819152832,0.0,0.10261984914541245
52,현대커머셜(주),0.0,0.1237802729010582,0.0,0.871091365814209,0.0,0.0
53,현대하이라이프손해사정(주),0.0,0.0,0.0,0.9898602962493896,0.0,0.0
54,(주)에스비아이저축은행,0.0,0.0,0.0,0.8414281606674194,0.0,0.15556803345680237
55,롯데손해보험(주),0.0,0.13963457942008972,0.1418178826570511,0.6275428533554077,0.0,0.08931248635053635
56,한화손해보험(주),0.0,0.0,0.9936343431472778,0.0,0.0,0.0
57,기술보증기금,0.0,0.052991896867752075,0.6669807434082031,0.0,0.0,0.27755236625671387
58,한화손해사정(주),0.0,0.10253580659627914,0.0,0.40309566259384155,0.0,0.4917115569114685
59,악사손해보험(주),0.9955511093139648,0.0,0.0,0.0,0.0,0.0
60,흥국생명보험(주),0.0,0.0,0.012834479101002216,0.5021216869354248,0.0,0.482136994600296
61,(주)다스카손해사정화재해상,0.0,0.018745237961411476,0.0,0.9787650108337402,0.0,0.0
62,하나증권(주),0.0,0.0,0.0,0.07621806859970093,0.34848320484161377,0.5709283351898193
